image,emotion,text,source,split
"Invincible, Vol. 1.pdf_p0683_panel_4.jpg",neutral,"\
SSX

tga
ff
-_

oo. , a . es
_— eo m_ . rN Sod",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0010_panel_4.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0685_panel_1.jpg",neutral,"7
TUL",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0113_panel_5.jpg",neutral,"JEEZ, THEY
VDIDN‘T PREPARE YOU
AT ALL. THEY HAD THE
SCHEDULE WELL IN
ADVANCE.

I DON’T
EVEN KNOW
WHERE TO

BEGIN...",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0455_panel_6.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0381_panel_5.jpg",neutral,"I HAVE
TO PO
SOMETHING.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0448_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0551_panel_4.jpg",neutral,"Y
SN
BOX< ke

y=
a
Oa

— {~",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0665_panel_4.jpg",anger,"AdIVe ANY WAICH
N THEM MURDER
A BABY?!",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0287_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1029_panel_4.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0199_panel_5.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0572_panel_10.jpg",neutral,"y ATA \
AGE FOR THAT--JUST
BE CAREFUL. YOU SEEM
HAPPY. IT’S 4 GOOD
LOOK FOR YOU--A
WELCOME
CHANGE.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0983_panel_4.jpg",anger,"IT THOUGHT
WE WOULP HAVE
MORE TIME
TOGETHER.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0405_panel_4.jpg",anger,"I’M WORRIED
ABOUT COLLEGE--
NEW SCHOOL, NEw

ENVIRONMENT. AND I
KNOW I WOULD HAVE

 

NOT HAP TROUBLE
ATION GRADUATING IF I
5 OVER

ONE. I” TO CATGH UP.
HAPPENS",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0303_panel_0.jpg",neutral,"r
By

—o",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0986_panel_4.jpg",neutral,go 7,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0107_panel_2.jpg",neutral,"CAN I HEAR
YOU IN MY

YOU SPEAK

ENGLISH? C )

KNOW OF A BETTER
WAY OF SUBSPACE
COMMUNICATION, I'D
LOVE TO HEAR IT.
THIS ALWAYS GIVES
Me A MASSIVE
HEADACHE!",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0019_panel_3.jpg",neutral,WANE,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0508_panel_0.jpg",neutral,"a

~
COMPLETELY
BLACK? YOU
COULON’T SEE
ANYTHING?",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1026_panel_3.jpg",neutral,"tw
a
ws

~
<

a",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0884_panel_5.jpg",fear,"WHY DON’T YOU JUST
CUT Me SOME SLACK AND
SELL ME THE STUPID
TICKETS?

   

RLERIEND SOT
AND NOT BE

 
      
 
 
 
 
 
 
   

” THINGS WERE
GOING GREAT UNTIL
YOU HAD TO TAKE THE
TIME TO EMBARRASS
ME--SO THANKS
FOR THAT.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0916_panel_1.jpg",joy,"NOW THAT
UizAber ems BECOME A
COMMANP--AND ""4
FORCE TOBE 4
KING LICARPIBNG =| RECKONED ff
WITH!

   

ad “=
Too N T
LONG HAS THIS |
ORGANIZATION . “i
BEEN A FAILURE-- = ..
A JOKE! 2
eee’ ONO 0 x
, i

E
O LEAD US FROM
PRISON--WE
CAN MAKE A
CHANGE!",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0552_panel_7.jpg",fear,"Leno \' Z
Ai?

LCA ZA

 

LA Goll
ae
aS

> Ssh
ay 2",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0571_panel_0.jpg",surprise,"y YEAH, ITWANTEP TO N
SIMPLIFY THE DESIGN
HEY, A BIT. SIMPLE IS IN THIS
UH--YOU YEAR, Y'KNOW. THAT

CHANGED LITTLE SQUARE OF BLACK
MY CLOTH SHOWING THROUGH
BOOTS? DIDN'T MAKE A WHOLE LOT
OF SENSE--IT WAS KINDA

LIKE SAYING “LOOK, WEAK

SPOT HERE” OR
SOMETHING.

ALSO, IT’S
ALOT EASIER
TO SUPPORT
THE KNEEPAD
NOW THAT
THERE’S A
WHOLE BOOT
UNDER IT.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0477_panel_0.jpg",neutral,LL,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0830_panel_6.jpg",neutral,"IT’S
NOT THAT
SIMPLE.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0440_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0640_panel_1.jpg",neutral,"YOU SO MUCH «
IMPLY SOMETH
LIKE THAT AGAIN
MY SON WILL NEI
PO ANYTHING
FOR YOU.

THINKIN",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0994_panel_1.jpg",anger,"ARE YOU
GOING TO BE

UNTIL THEY
ARRIVE?

TANKS 2!
SOLDIERS?!
YOU'RE WASTING
YOUR TIME!!! I’M
100 STRONG!

CAN'T BE
STOPPED!",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0839_panel_0.jpg",neutral,"WHAT WERE
THESE BOOKS
ABOUT?",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0958_panel_2.jpg",neutral,"WAS MY BOSS
FROM WORK.
SOME GUYS
UP AND QUIT
TONIGHT...",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0341_panel_5.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1017_panel_4.jpg",anger,"I’M THE IMMORTAL. T...
APOLOGIZE FOR THE

MISUNDERSTANDING.

I DION’T HURT

 

NOT EVEN ALITTLE
BIT. IMMORTAL, HUH?

we) 1 JUST FOUND OUT

RECENTLY I MAY BE

IMMORTAL--UNABLE TO ¥

BE KILLED AT LEAST.
DON’T KNOW IF I’M

SAFEFROMOLD- 4

AGE. _

ARE YOU? “|
I WOULD ASSUME ™

50 BECAUSE OF THE

NAME, BUT REALLY--
ASSUMING GOTUS §¢
TO WHERE We were
A FEW MINUTES
AGO, $0--",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0043_panel_4.jpg",neutral,"YOU'V BE
SURPRISED
HOW RARELY
VEOPLE EVER
LOOK UP.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0401_panel_6.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1011_panel_2.jpg",fear,"SO WE'VE GOT
A VROVJECTILE

HOLD FROM DEEP
ON-- SPACE HEADED
@ STRAIGHT FOR 4
EARTH? 4

 
  
  
  

  
 

  
   
   
 
 

HOW

 

 
 
 
 
   

AT THAT
SIZE--WITH A
TRAJECTORY
THAT VELIBERATE
IT MUST Be AN
ATTACK.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0345_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0040_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1030_panel_0.jpg",neutral,"WERE YOU
GOING TO |
CALL ME? 4",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0419_panel_2.jpg",neutral,"JEEZ, WHEN IS MARK
GOING TO GET HERE?
WE'VE BEEN WAITING
ALMOST TWENTY
MINUTES.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0625_panel_7.jpg",sadness,"I DON'T HAVE ALOT
OF TIME--T KINDA
NEED TO GET GOING.
I’M SORRY TO THROW

THIS ON YOU LIKE

”",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0629_panel_1.jpg",neutral,"THAT’D ‘
BE
\ NICE.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0217_panel_2.jpg",neutral,"f tRY TO WALK... ¥
MA YOU'RE DOING |
‘ GOOP. 7",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0677_panel_2.jpg",neutral,"z
<q
*
hw
=
te
f

3
32
sd
=>
=
2
ZO
zt
We
""Ss

BUT I CAN TRY TO
OUTRUN HIM... MAYBE",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0382_panel_5.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0239_panel_5.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0404_panel_0.jpg",neutral,"WELL, IF THAT’S HOW AGREED. NOT THE MOVIE
ALL THE CLASSES ARE I WOULD’Ve ee eT

: i/
BOING TO BE, THIS ISN’T
GOING TO BE HALE
BAD.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0229_panel_3.jpg",fear,"THERE WAS A TIME
WHEN I WOULD HAVE
EATEN YOUR FACE
FOR SPEAKING TO ME

THAT WAY. BE THANKFUL
THAT I’VE CHANGED
MY WAYS.

    

I’M HERE
LOOKING FOR
APDITIONAL
EVIDENCE I MAY
HAVE MISSED
ON MY FIRST PASS
BECAUSE AS YOU
$0 KINDLY POINTED
OUT... I’M OUT OF
LEADS ANP MY
INVESTIGATION
IS GOING
NOWHERE.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0521_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0230_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0201_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0445_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0094_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0428_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0389_panel_1.jpg",neutral,"OKAY. SO
WHAT ARE WE
DOING HERE?

WE JUST MOVING

ROCKS2",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0277_panel_3.jpg",neutral,"Ae

ar Sa
( AAS
4",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1097_panel_1.jpg",joy,"MACHINE HEAD WAS A
MALCONTENT--HE WAS
AN EMBARRASSMENT. |
I’M PLEASED TO SEE
THAT YOU ARE
A REASONABLE
MAN.

 
     
 
   
 
    
 
    

ME WAITING &
FORLONG. 4",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0661_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0191_panel_7.jpg",anger,"C'MON, HURRY!
YOU WANNE GET
CAUGHT?!",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0168_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0175_panel_4.jpg",neutral,"MARK...
We’VE GOT
A FUNERAL
TO ATTEND
TOMORROW...",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1023_panel_2.jpg",neutral,"STUPID
EVIL SPACE
EMPIRE--
I'VEG
HOMEWORK T
NEEDED TO",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0387_panel_2.jpg",fear,"I KNOW EXACTLY
WHAT YOU’RE TALKING
ABOUT--ASIPE FROM
THE CUTE PART.

 
     
 
   
     
     
      
 
   
 
    
 
 
 
 
     
 
   
   

OH, AND THE OTHER PAY, I CALLED
HEe’sS REALLY HIM “WILL” ON ACCIDENT. HE
TEMVPERAMENTAL. LAUNCHED INTO SOME SPEECH

ABOUT HOW LAZY PEOPLE ARE
ANP THREATENED TO CALL
ME “SAM” INSTEAD
OF “SAMANTHA.”

  

LIKE T CARE.
SAMANTHA EVE
WILKINS--PICK
ONE, Y'KNOW?
IT'S JUST A
NAME!",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1089_panel_3.jpg",neutral,"- “~”*

ay",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0034_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0343_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0731_panel_0.jpg",neutral,"‘|
UPSTATE UNIVERSITY.
THE DORM ROOM OF
MARK GRAYSON ANP
WILLIAM CLOCKWELL.

HOLY
SMOKES--YOU’RE
BACK ANP YOU'VE

GONE JUST A
BIT GAY.

a

 

ee oe

rh
OT oe""
| Oe ~ © THANKS.
i } I’M HERE TO
| . = , CHANGE
| , ACTUALLY.
——' - acaal N “a",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0237_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0710_panel_5.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0516_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0834_panel_2.jpg",neutral,"BUSY...
CAPTAIN
AMAZING |S
COMING IN HERE
FOR HIS NEw
COSTUME ANY
MINUTE... AND T’VE
GOT A SUIT OF
ARMOR THAT
NEEDS MENDING
AS WELL.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0797_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0794_panel_2.jpg",neutral,"Le
° aad “ .
ax.
™., o \ ‘
~ 9 a»
ri
af L Ag",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0459_panel_1.jpg",neutral,"hi
. ape",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0060_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0958_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0462_panel_0.jpg",neutral,"Tey co

Tn tr",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0065_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0112_panel_2.jpg",neutral,"YOUR
CHAMPION,
THE ONE YOU

REPLACED. THE
ONE CHOSEN TO
GUARD YOUR

WORLD.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0498_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0110_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0637_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0013_panel_1.jpg",neutral,"; DAD
y SAYSIT’SA
7 REFLEX... SO IF
1 I CAN FLY... IT
1 SHOULD JUST
, HAPPEN WHEN",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0530_panel_10.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0974_panel_1.jpg",neutral,"FIND A WAY OFF
THIS SHIP.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0409_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0042_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0347_panel_4.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0460_panel_2.jpg",neutral,"GIVE ME

o
WZ
>r
iw
fy &
ou
zw

=",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0108_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1034_panel_4.jpg",neutral,"OuUlWek, YOU : i cnenEEEEEEEEEEEE?
BETTER BEHAVE = . I'M NOT
YOURSELF. J ANTICIPATING
THIS BEING
“FUN.” WISH

EVERYTHING
WILL BE FINE--
JUST GO.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0399_panel_5.jpg",neutral,"AS CHARGED.
REGARDLESS, I
Nf HAVE TO GET UP
\ EARLY TOMORROW.
\ «WITH SCHOOL
AND ALL...

SEE YOU
TOMORROW.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0572_panel_2.jpg",neutral,"I KNOW--T KEEP MES

SEE HER BUT THEN SO
COMES UP. ANP THAT

IT’S GOT SO MANY ME
SINCE I GOT OUT OF
BEEN ABLE TO PUT
OUT OF MY",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0985_panel_1.jpg",neutral,"I CAME TO THE WINDO\
EARLIER--TI SAW YOU
HERE WITH GARY. I KN
YOU DION’T CHEAT ON Me
ANYTHING--AND THAT’
COOL--BUT IT’S CLEAR
ME THAT YOU'D BE HAPP
WITH HIM. AND THAT’
TOTALLY COOL,
TOO.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0488_panel_4.jpg",neutral,"Y

b

(ae onal

|

I KEEV FIGHTING
THIS ROBOT ZOMBIE
THING AND IT CAN
Be MY ARCH-VILLAIN.
I’M SURE PEOPLE
ALREADY THINK
WE’RE JOINED AT

THE HIP.

COULD IT
HAVE BEEN
THE SAME ONE?
WASN’T THE
FIRST ONE
DESTROYED?

\

MAN--I GOT NO CLUE
WHAT'S GOING ON. THIS
ONE LOOKED ALITTLE
DIFFERENT BUTWHO fg |
CAN REALLY SAY? (T <Qjr—i
CERTAINLY HADA ff
DEATH WISH LIKE 4
THE OTHER

ASK {T ieee
QUESTIONS |

NEXT TIME IT Z

DO THAT. }
THANKS. J",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0214_panel_1.jpg",neutral,">wWN
eX

Ip
~Eert
2999
D xf >
2S
aor

>=",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0722_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0305_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0408_panel_1.jpg",anger,"HIS CELLS REGENERATE--
BUT AT SUCH A RAPID LEVEL
THAT IT’S AFFECTED HIS
THOUGHT PROCESSES AND
BEHAVIOR. NOW HE’S SUPER
STRONG, INPESTRUCTIBLE,
A, AND HE KILLS ANY MAN
. THAT SO MUCH AS
La LOOKS AT HOLLY.
1 '

ATS

'
WHY’S HE
BEATING ON

THAT GUY?
DOESN'T HE",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1102_panel_1.jpg",neutral,"y , | tim
dis f

 

N "" |
ea - - as | °
f way \ a
} v ee / 4 -y
NN \ Vp A \ yy vo
Cs 4 Re) a ’ Vy °
ff i “oo
i) . |
QA | |
Sam ne i
\ i (Dy) * ‘f
~ 2 OS toea dL , \"" a <r ry /
\ . vs 1
rer’ x a N
\ . \ —_ \ fy N
SF , \ . \ | | ) ~~ . :
*, \ ego > A a : 4 ' |
a : \
x \ “ ' 4
\ ve
NN a \ _—~)",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0568_panel_6.jpg",neutral,"Eas

aw

P|
<t\A

a -"" = (

ann
iy

SS Ye \

ff “ Pa
‘an . Nr \ - |
, . LA \
. . \
LT 7"")",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0471_panel_6.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0747_panel_9.jpg",neutral,"FOK YOU TO CAL
HER BACK.

 
    
      

OH, I
ALMOST
FORGOT.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0008_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0724_panel_5.jpg",neutral,"EXPLOSION WAS
THE ORIGINAL AND
We ARE BOTH
CLONES OF THE
ORIGINAL

CLONE 4",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0346_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0619_panel_6.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0472_panel_1.jpg",anger,"I’VE DISCOVERED
SOMETHING NEW,
ANGSTROM. I
BELIEVE IT’S CALLED
GOOP EYE, ELBO
AND YOUR POUBLE
NEVER CEASE TO
IMPRESS ME. I
DISCOVERED A REALITY
WHERE A VIRUS ATTACKED
THE Y CHROMOSOME
KILLING ALL THE MALES
ON EARTH. I THOUGHT
MY OTHER DIMENSIONAL

\

ey !

ayy ono WYN)
GARY | eR
Yn

i
Ae)
THEY'RE GETTING A Y Oa
CATMENT \___\

F ROYAL TR
THERE. ILL BE HEADING

ALONG AFTER YOU REACH
Ld STOPPING POINT.
WE'RE GOING TO
HAVE QUITE A

TIME.

THAT’S NOT
SOMETHING THAT %
INTERESTS US NEARLY |}
AS MUCH AS GETTING
THIS PROJECT DONE
SO WE CAN GET
BACK TO OUR",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0292_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0604_panel_2.jpg",anger,"iC I COULD &
OU--HOW ' YOUR FATH
vie YOU KNOW LI GAVE YOU

IT’S VER",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0229_panel_5.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1103_panel_6.jpg",neutral,"TS JUST... LVEF
NOTICED ALREADY...
I’M STILL GETTING

YOUNGER, I’M

ALREADY LOOKING A
BIT YOUNGER THAN

I WAS WHEN WE
FIKST GOT
TOGETHER.

   
  
  
 
 
    
   

GOING
ANYWHERE.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0981_panel_5.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0823_panel_2.jpg",neutral,"; wee
COME ON IN.
SORRY ABOUT THE
CONSTRUCTION,
WE HAD AN i
INCIDENT A=

a",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0451_panel_6.jpg",neutral,"OH, AND
ABOUT YOU
CARRYING —_>",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0382_panel_0.jpg",neutral,"teens
Fo eae MN, e.'

an
oy ~
SEntg yg Aare, ve

‘
@ Ftp",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0669_panel_4.jpg",neutral,"sep FOR PROTECTION. OUR
TECHNOLOGY HAS BUILT
STRUCTURES THAT CAN
WITHSTAND THE LIGHTNING
STORMS.

Now
WE USE THE
CAVES AS A PLACE
FOR GATHERING, FOR
STUDY, FOR MANY
THINGS.

THE
ENGRAVINGS
WILL LIGHT THE
WAY. THERE ARE
MANY CAVERNS
AHEAD, MANY
LAVISHLY FURNISHEP--
WE WILL BE QUITE
COMFORTABLE

HERE.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0134_panel_1.jpg",neutral,"OH,
COME ON,
BILLY... IT’S
NOT THAT BIG

A DEAL.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1109_panel_2.jpg",neutral,"WHAT 1S
THIS STUFF
ADE
A é:
U

 

 
 

SHE’S NOT
GOING TO LET
GO UNLESS SHE
WANTS TO, HERO.
YOU READY TO Give
UPZ MY ASSOCIATE
AND I WOULD LIKE
» TO GET OUR MONEY",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0272_panel_1.jpg",neutral,"YOU SAIV YOUKSELF
THAT YOU LOST YOUR
WAY... YOU LIVED

we» YOU
AS & HUMAN WHILE
RAISING ME. YOU
SAID YOU WERE
: HAPPY!!",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0203_panel_3.jpg",neutral,", AKE WE ON A SECUKE LINE ¥
TO BOTHER YOU IN THE MIPPLE
> DAY BUT MARK FINALLY PUT
4ER ONE OF HIS COSTUMES IN
SH AND I CAN’T REMEMBER IF
.D THEN WARM OR WARM THEN
. YOU’D THINK I WOULD KNOW
UT NOLAN HAS BEEN CLEANING
IS UNIFORMS WITH SOLAR
ADIATION SINCE I SHRANK
HIS FIRST ONE ON
ACCIPENT.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0525_panel_5.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0080_panel_2.jpg",neutral,"WELL,
THAT'S A
GREAT WAY TO
FIGURE THIS
THING out!",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0564_panel_11.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0489_panel_3.jpg",neutral,"LET’S
SEE WHAT

tT f
USE ALIVE
SUBJECT.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0839_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1041_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0574_panel_4.jpg",neutral,"THIS IS
REALLY
GETTING OUT
OF HAND. WHO
KNOWS? We | |
NEED TO MAKE
ALIST. / |",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0141_panel_3.jpg",neutral,"NY

Ko
an as

ry
if “ie. y
ee",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1021_panel_3.jpg",neutral,"LL, HE DOESNT I
LLY KNOW HOW TO BLK
ES THEM YETAND 60K
S REALLY YOUNG BL
HE’S PROBABLY
NOT VERY
POWERFUL.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0660_panel_5.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0161_panel_4.jpg",neutral,"7

THA
SOMETHING
VER

GET USEP
TO.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0819_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0012_panel_3.jpg",fear,"L GUESS PUL TAKE A VAY OFF
THIS WEEKEND AND WRITE A
BOOK FOR THEM. I’LL HAVE TO
PICK UP A COUPLE SPARE
KEYBOARDS.

       
   
   
 
     
 
   
    
 
   

I
HOVE THE

GUARDIANS
OF THE GLOBE
CAN COVER
FOR Me.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0830_panel_4.jpg",neutral,"UH... IT DON’T HAVE
PETAILS LIKE THAT.
IT’S NOTHING LIKE
THAT... REALLY.

   
   
     
 
  

IT’S JUST...
THEY BOTH
KINDA LIKE
Me, Y’KNOW...
IN THAT WAY.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0277_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0163_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0086_panel_3.jpg",neutral,"«. .CROSS-REFERENCING
THEIR INFORMATION WITH
THE NECESSARY
KNOWLEDGE NEEDED TO
CONSTRUCT A BOMB
LIKE THE ONES USED
IN THE MALL
BOMBINGS.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0315_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0202_panel_5.jpg",neutral,"\
2
f
j 7
ALL a
RIGHT YOU
LITTLE",auto_ocr_sentiment,train
